Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	Count_DE_mm	Count_DE_hg	Mean_bind	Proportion_binary	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
LZTS2_Lzts2	5	0.25	0.25	0	5	8	3	3	0.38689	0.578947368421053	-0.578947368421053	0	5	0.267290874245236	0.878787878787879	FALSE	20	6761	116
TSC2_Tsc2	7	0.35	0.35	0	5	8	5	1	0.21091105	0.684210526315789	0.684210526315789	2	5	0.240901981212776	0.787878787878788	FALSE	52	2641	117
PPP1R14B_Ppp1r14b	6	0.316	0.3	1	6	7	4	1	0.495554947368421	0.611111111111111	0.611111111111111	2	4	0.250852768749291	0.909090909090909	FALSE	37	3721	118
BBS2_Bbs2	10	0.5	0.5	0	8	5	3	3	0.3434355	0.578947368421053	0.578947368421053	4	6	0.0926718432730962	0.484848484848485	FALSE	4607	30	119
KIAA0319L_AU040320	9	0.45	0.45	0	4	9	3	3	0.316773	0.631578947368421	-0.631578947368421	3	6	0.162034604811186	0.727272727272727	FALSE	675	211	120
PICK1_Pick1	7	0.35	0.35	0	4	9	4	2	0.415514	0.684210526315789	0.684210526315789	2	5	0.231523617595793	0.818181818181818	FALSE	76	1878	121
CALCOCO2_Calcoco2	10	0.588	0.5	3	9	3	3	1	0.753352941176471	0.75	-0.75	4	6	0.0338490960544555	0.303030303030303	FALSE	13271	11	122
PHLDA1_Phlda1	9	0.45	0.45	0	7	6	2	4	1.2129255	0.578947368421053	0.578947368421053	2	7	0.113064455864693	0.454545454545455	FALSE	2711	54	123
CXXC5_Cxxc5	8	0.4	0.4	0	2	11	5	1	0.4327785	0.842105263157895	0.842105263157895	3	5	0.197716973406537	0.787878787878788	FALSE	226	650	124
CTIF_Ctif	9	0.529	0.45	3	1	9	3	3	0.570885882352941	0.75	-0.75	3	6	0.141192119335219	0.727272727272727	FALSE	1240	121	125
MLLT11_Mllt11	9	0.45	0.45	0	5	8	2	4	0.65449075	0.631578947368421	-0.631578947368421	3	6	0.135765286831898	0.515151515151515	FALSE	1461	104	126
AGAP3_Agap3	7	0.35	0.35	0	5	8	2	4	0.53694165	0.631578947368421	-0.631578947368421	2	5	0.224322190433307	0.636363636363636	FALSE	94	1632	127
DRAXIN_Draxin	8	0.4	0.4	0	6	7	3	3	1.0974939	0.526315789473684	-0.526315789473684	4	4	0.170842998369018	0.666666666666667	FALSE	508	305	128
OBSL1_Obsl1	7	0.35	0.35	0	6	7	2	4	0.540235	0.578947368421053	-0.578947368421053	3	4	0.224105210549228	0.818181818181818	FALSE	96	1624	129
CPLX2_Cplx2	9	0.474	0.45	1	5	7	4	2	1.14089152631579	0.611111111111111	0.611111111111111	4	5	0.11176118340746	0.393939393939394	FALSE	2805	58	130
PEX16_Pex16	9	0.45	0.45	0	6	7	1	5	0.334685	0.631578947368421	-0.631578947368421	4	5	0.155814385017354	0.848484848484849	FALSE	809	202	131
RELL1_Rell1	10	0.5	0.5	0	10	3	3	3	0.5184475	0.684210526315789	0.684210526315789	5	5	0.0710807211739818	0.484848484848485	FALSE	7318	23	132
KLHL21_Klhl21	8	0.4	0.4	0	3	10	1	5	0.723851	0.789473684210526	-0.789473684210526	2	6	0.180771591490593	0.515151515151515	FALSE	380	448	133
ITGAV_Itgav	10	0.5	0.5	0	9	4	4	2	0.6483405	0.684210526315789	-0.684210526315789	3	7	0.0494048141877391	0.393939393939394	FALSE	10748	16	134
DOK7_Dok7	8	0.4	0.4	0	3	10	2	4	1.8198527	0.736842105263158	-0.736842105263158	4	4	0.160892004953502	0.727272727272727	FALSE	698	252	135
CLDN5_Cldn5	8	0.421	0.4	1	3	9	4	2	2.26096578947368	0.722222222222222	0.722222222222222	3	5	0.159776129316175	0.666666666666667	FALSE	720	245	136
HEXIM1_Hexim1	8	0.4	0.4	0	4	9	4	2	0.2919635	0.684210526315789	0.684210526315789	2	6	0.200820903447244	0.636363636363636	FALSE	205	864	137
HSD11B2_Hsd11b2	8	0.4	0.4	0	3	10	4	2	2.0020935	0.736842105263158	0.736842105263158	2	6	0.159388570415009	0.606060606060606	FALSE	728	248	138
WNK2_Wnk2	8	0.4	0.4	0	3	10	2	4	0.8833784	0.736842105263158	-0.736842105263158	3	5	0.17188581365422	0.606060606060606	FALSE	492	367	139
CDKN1C_Cdkn1c	9	0.45	0.45	0	2	11	4	2	1.743402	0.789473684210526	0.789473684210526	3	6	0.0958907050168871	0.303030303030303	FALSE	4316	42	140
OSBPL5_Osbpl5	7	0.35	0.35	0	5	8	2	4	0.80894405	0.631578947368421	-0.631578947368421	2	5	0.212191206830756	0.787878787878788	FALSE	140	1312	141
MAFK_Mafk	8	0.4	0.4	0	6	7	4	2	0.6141365	0.578947368421053	0.578947368421053	3	5	0.181706392067248	0.757575757575758	FALSE	366	506	142
DVL3_Dvl3	8	0.4	0.4	0	3	10	5	1	0.30751475	0.789473684210526	0.789473684210526	2	6	0.198602415736645	0.666666666666667	FALSE	222	835	143
TANGO2_Tango2	6	0.3	0.3	0	4	9	1	5	0.25806594	0.736842105263158	-0.736842105263158	1	5	0.250372934340878	0.636363636363636	FALSE	39	4806	144
GPD2_Gpd2	10	0.5	0.5	0	11	2	4	2	0.5480589	0.789473684210526	-0.789473684210526	3	7	0.0577879376290641	0.454545454545455	FALSE	9375	20	145
KDM1B_Kdm1b	9	0.45	0.45	0	5	8	5	1	0.642644	0.684210526315789	0.684210526315789	3	6	0.129486962517684	0.484848484848485	FALSE	1744	108	146
